37.48990,127.01067
37.48242,126.98335
37.48168,127.00865
37.48287,127.00912
37.48275,127.00854
37.51223,127.04867
37.47507,127.00067
37.50435,127.02231
37.48399,126.98380
37.48201,126.98502
37.47384,127.04157
37.46960,127.04520
37.48947,126.99529
37.50461,127.01962
37.46613,127.02024
37.47366,127.04412
37.47492,127.04482
37.48260,126.99557
37.47492,127.04482
37.48947,126.99529
37.4696,127.0452
37.47366,127.04412
37.47384,127.04157
37.48201,126.98502
37.46613,127.02024
37.48275,127.00854
37.48287,127.00912
37.48168,127.00865
37.48242,126.98335
37.48399,126.9838
37.50435,127.02231
37.47507,127.00067
37.4899,127.01067
37.51223,127.04867
37.499687,127.025932
37.499711,127.022893
37.500330,127.024653
37.501447,127.024539
37.501982,127.024457
37.482122,126.996907
37.498036,127.026492
37.499265,127.025677
37.483115,126.995384
37.500617,127.025553
37.502391,127.023660
37.476677,126.982532
37.476677,126.983972
37.476180,126.985144
37.476911,126.985643
37.503597,127.022671
37.477524,126.985384
37.477969,126.983771
